Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,梅州西,07:24,07:24,00:00,-
2,丰顺东,07:44,07:46,00:20,-
3,揭阳,07:57,07:59,00:31,-
4,揭阳机场,08:11,08:13,00:43,-
5,潮汕,08:22,08:26,00:52,-
6,饶平,08:45,08:47,01:11,-
7,诏安,08:57,08:59,01:21,-
8,云霄,09:13,09:15,01:35,-
9,漳浦,09:29,09:31,01:49,-
10,漳州,09:49,09:51,02:07,-
11,厦门北,10:10,10:28,02:26,-
12,泉州,10:53,10:55,02:51,-
13,仙游,11:13,11:15,03:09,-
14,莆田,11:26,11:28,03:20,-
15,尤溪,12:21,12:23,04:13,-
16,三明北,12:41,12:45,04:31,-
17,泰宁,13:18,13:20,05:04,-
18,建宁县北,13:33,13:35,05:17,-
19,南丰,13:55,13:57,05:37,-
20,南城,14:11,14:13,05:51,-
21,抚州,14:32,14:34,06:10,-
22,南昌西,15:13,15:25,06:49,-
23,永修,15:45,15:47,07:09,-
24,德安,16:02,16:04,07:24,-
25,庐山,16:20,16:22,07:40,-
26,瑞昌西,16:34,16:36,07:52,-
27,阳新,16:56,16:58,08:12,-
28,大冶北,17:12,17:14,08:26,-
29,黄石北,17:22,17:24,08:34,-
30,武汉,17:55,18:00,09:05,-
31,汉口,18:20,18:25,09:25,-
32,汉川,18:49,18:52,09:49,-
33,天门南,19:07,19:09,10:04,-
34,荆州,19:54,19:57,10:49,-
35,宜昌东,20:31,20:31,11:23,-
