Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海虹桥,----,15:08,00:00,-
2,嘉善南,15:33,15:35,00:25,67
3,桐乡,15:50,15:57,00:40,112
4,海宁西,16:06,16:13,00:49,133
5,杭州东,16:27,16:30,01:03,159
6,绍兴北,16:49,16:51,01:22,202
7,余姚北,17:10,17:12,01:41,212
8,庄桥,17:27,17:34,01:56,306
9,宁波,17:44,17:51,02:06,261
10,宁海,18:19,18:21,02:34,386
11,临海,18:43,18:45,02:56,425
12,台州,18:57,18:59,03:08,448
13,温州南,19:42,19:45,03:51,413
14,瑞安,19:56,19:58,04:02,594
15,太姥山,20:31,20:33,04:35,768
16,宁德,21:05,21:07,05:07,795
17,福州,21:51,21:51,05:51,580
