Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,承德,----,13:27,00:00,-
2,隆化,14:34,14:50,01:07,56
3,河洛营,15:00,15:02,01:17,62
4,汤头沟,15:12,15:14,01:27,70
5,沙坨子,15:24,15:26,01:37,78
6,张三营,15:37,15:39,01:48,87
7,东大坝,15:52,16:19,02:01,98
8,庙宫,16:30,16:32,02:12,108
9,四合永,16:45,16:47,02:25,118
10,腰栈,16:58,17:00,02:36,127
11,广德号,17:09,17:11,02:45,132
12,银镇,17:25,17:27,02:59,142
13,纪家沟,17:40,17:42,03:12,152
14,黄家店,17:54,17:56,03:24,161
15,朝阳地,18:07,18:09,03:35,170
16,五十家子,18:21,18:23,03:47,181
17,杨家营,18:35,18:37,03:59,190
18,老府,18:46,18:48,04:08,197
19,中台子,18:59,19:01,04:19,206
20,牛家营子,19:10,19:12,04:28,214
21,红花沟,19:26,19:28,04:42,230
22,三把火,19:36,19:38,04:50,237
23,曹家营子,19:49,19:51,05:01,248
24,赤峰南,20:11,20:11,05:21,-
