Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,洛阳,----,17:15,00:00,-
2,汝州,18:38,18:43,01:23,92
3,宝丰,19:16,19:22,01:56,-
4,鲁山,19:42,19:45,02:16,154
5,南召,20:19,20:22,02:50,198
6,南阳,21:05,21:35,03:33,256
7,唐河,22:33,22:38,04:31,314
8,桐柏,23:23,23:28,05:16,382
9,信阳,00:57,01:14,06:45,408
10,潢川,02:36,02:44,08:07,563
11,商城,03:15,03:20,08:38,604
12,固始,03:42,03:46,09:00,626
13,合肥,05:49,06:07,11:03,673
14,巢湖,06:51,06:55,11:47,867
15,芜湖,07:48,07:55,12:40,814
16,宣城,08:46,08:50,13:31,878
17,长兴南,09:57,10:02,14:38,992
18,德清西,10:46,10:50,15:22,1050
19,杭州,11:41,11:56,16:13,1118
20,绍兴,13:08,13:11,17:25,1181
21,上虞,13:34,13:37,17:48,1339
22,余姚,14:06,14:10,18:17,1371
23,宁波,15:15,15:15,19:22,1419
