Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,大同,----,08:20,00:00,-
2,孤山,08:36,08:37,00:16,13
3,堡子湾,08:52,08:54,00:31,31
4,丰镇,09:09,09:11,00:46,45
5,新安庄,09:27,09:29,01:02,61
6,红砂坝,09:47,09:49,01:20,81
7,土贵乌拉,10:03,10:05,01:34,96
8,苏集,10:19,10:37,01:48,112
9,集宁南,10:54,11:04,02:05,127
10,八苏木,11:26,11:27,02:27,154
11,十八台,11:37,11:39,02:37,165
12,马盖图,11:51,11:52,02:49,179
13,姑家堡,11:59,12:01,02:56,187
14,卓资山,12:08,12:12,03:03,193
15,福生庄,12:24,12:26,03:15,207
16,三道营,12:38,12:40,03:27,222
17,旗下营,12:51,12:53,03:38,235
18,民族,13:04,13:18,03:49,246
19,呼和浩特,13:57,14:09,04:28,285
20,察素齐,15:04,15:08,05:23,310
21,陶思浩,15:21,15:25,05:36,328
22,美岱召,15:39,15:44,05:50,346
23,公积坂,16:07,16:11,06:13,378
24,东兴,16:23,16:26,06:25,393
25,包头东,16:39,16:42,06:38,434
26,包头,17:00,17:00,06:56,450
