Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,西宁,----,20:10,00:00,-
2,乐都,20:57,21:01,00:47,61
3,兰州西,22:46,22:49,02:32,102
4,兰州,23:01,23:21,02:44,120
5,陇西,01:27,01:32,04:50,418
6,甘谷,02:26,02:30,05:44,497
7,天水,03:44,03:50,06:58,564
8,宝鸡,06:37,06:57,09:45,719
9,杨陵,07:51,07:54,10:39,807
10,咸阳,08:33,08:36,11:18,869
11,西安,09:00,09:10,11:42,892
12,商洛,11:25,11:28,13:57,1072
13,丹凤,11:59,12:04,14:28,1111
14,西峡,13:45,13:49,16:09,1236
15,内乡,14:17,14:21,16:37,1279
16,镇平,14:43,14:49,16:59,1313
17,唐河,16:14,16:18,18:24,1402
18,信阳,18:10,18:43,20:16,1547
19,罗山,19:15,19:20,20:48,1593
20,潢川,20:07,20:14,21:35,1651
21,光山,20:29,20:32,21:50,1656
22,麻城,21:35,21:42,22:53,1721
23,南昌,01:30,01:45,26:41,2079
24,吉安,04:23,04:27,29:19,2305
25,赣州,07:12,07:18,32:04,2491
26,龙川,10:28,10:37,35:14,2732
27,东莞东,13:17,13:17,37:54,2941
