Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,襄阳东,10:17,10:17,00:00,-
2,邓州东,10:37,10:39,00:20,-
3,南阳东,10:57,11:00,00:38,-
4,平顶山西,11:27,11:36,01:05,-
5,郑州东,12:28,12:33,01:57,-
6,兰考南,13:05,13:12,02:29,-
7,商丘,13:36,13:39,02:53,-
8,徐州东,14:23,14:27,03:37,-
9,睢宁,14:51,14:53,04:01,-
10,宿迁,15:05,15:13,04:13,-
11,泗阳,15:28,15:30,04:28,-
12,淮安东,15:47,16:07,04:45,-
13,灌南,16:28,16:30,05:06,-
14,连云港,16:57,17:01,05:33,-
15,赣榆,17:18,17:20,05:50,-
16,日照西,17:46,17:48,06:16,-
17,董家口,18:09,18:11,06:37,-
18,青岛西,18:29,18:33,06:55,-
19,即墨北,19:15,19:17,07:37,-
20,莱阳,19:44,19:48,08:04,-
21,烟台,20:33,20:33,08:49,-
