Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,北京,09:52,09:52,00:00,-
2,黄村,10:29,10:32,00:37,33
3,廊坊北,11:01,11:07,01:06,74
4,杨村,11:30,11:43,01:29,109
5,天津,12:12,12:23,01:58,137
6,塘沽,12:55,12:59,02:30,177
7,芦台,13:25,13:34,02:56,218
8,唐山,14:03,14:13,03:25,251
9,迁安,15:04,15:07,04:16,328
10,抚宁,15:47,15:49,04:56,385
11,山海关,16:50,16:57,05:57,222
12,绥中,17:40,17:43,06:40,287
13,兴城,18:12,18:15,07:09,335
14,葫芦岛,18:32,18:35,07:26,356
15,锦州,19:14,19:20,08:05,406
16,沟帮子,20:00,20:03,08:45,470
17,大虎山,20:30,20:33,09:12,512
18,沈阳北,22:30,22:45,11:09,703
19,四平,00:39,00:46,13:03,836
20,双辽,01:53,02:03,14:10,1145
21,保康,02:55,02:58,15:02,1222
22,白城,04:52,05:07,16:56,1231
23,泰来,06:15,06:25,18:04,1333
24,齐齐哈尔,08:09,08:31,19:48,1751
25,富拉尔基,09:11,09:13,20:28,1741
26,碾子山,10:06,10:08,21:21,1680
27,扎兰屯,10:55,10:58,22:08,1770
28,南木,11:32,11:33,22:42,-
29,沟口,12:34,12:36,23:43,-
30,博克图,12:49,12:55,23:56,1893
31,免渡河,14:20,14:23,25:21,1988
32,牙克石,14:55,15:00,25:53,2021
33,大雁,15:17,15:20,26:10,2039
34,海拉尔,16:13,16:25,27:03,2103
35,乌固诺尔,16:47,16:48,27:25,-
36,完工,17:09,17:10,27:46,-
37,扎赉诺尔西,18:25,18:28,29:01,2249
38,满洲里,18:53,18:53,29:26,2348
