Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,沈阳北,17:46,17:46,00:00,-
2,辽阳,18:35,18:37,00:49,67
3,鞍山,18:53,18:56,01:05,92
4,海城,19:20,19:22,01:29,128
5,盘锦,20:08,20:10,02:15,202
6,沟帮子,20:33,20:36,02:38,236
7,锦州,21:20,21:28,03:22,236
8,葫芦岛,21:59,22:02,03:53,286
9,山海关,23:27,23:38,05:18,420
10,秦皇岛,23:55,23:59,05:35,404
11,唐山,01:30,01:34,07:06,552
12,天津,03:03,03:12,08:35,680
13,衡水,06:10,06:16,11:33,1045
14,聊城,07:36,07:42,12:53,1197
15,菏泽,08:50,08:53,14:01,1353
16,商丘南,09:55,10:00,15:03,1458
17,阜阳,11:29,11:54,16:32,1626
18,潢川,13:01,13:03,17:39,1742
19,麻城,14:07,14:13,18:43,1862
20,九江,16:09,16:13,20:39,2085
21,南昌,17:17,17:35,21:43,2220
22,吉安,19:46,19:50,23:54,2446
23,赣州,21:35,21:39,25:39,2632
24,河源,01:18,01:25,29:18,2948
25,惠州,02:18,02:24,30:11,3028
26,东莞东,03:20,03:32,31:07,3082
27,深圳,04:28,04:28,32:03,3143
