Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,六盘水,06:07,06:07,00:00,-
2,玉舍,06:48,06:50,00:41,23
3,白鸡坡,07:04,07:06,00:55,32
4,都格,07:19,07:21,01:08,41
5,发耳,07:36,07:39,01:23,50
6,营街,07:52,07:54,01:36,59
7,茅草坪,08:09,08:12,01:51,71
8,三家寨,08:36,08:38,02:15,90
9,雨格,08:52,08:54,02:29,100
10,松河,09:07,09:10,02:42,108
11,柏果,09:40,09:46,03:12,123
12,月亮田,10:02,10:05,03:28,133
13,盘关,10:13,10:16,03:36,137
14,平田,10:27,10:33,03:47,144
15,花家庄,10:43,10:46,03:57,150
16,沙沱,10:59,11:01,04:10,159
17,红果,11:12,11:36,04:21,166
18,平关,12:08,12:10,04:53,184
19,富源,12:21,12:26,05:04,195
20,羊尾哨,12:35,12:45,05:13,204
21,车转湾,12:59,13:01,05:27,214
22,白水镇,13:15,13:17,05:41,230
23,平河口,13:26,13:28,05:50,238
24,白沙坡,13:37,13:39,05:59,245
25,曲靖,14:05,14:13,06:25,232
26,马龙,14:30,14:33,06:42,289
27,吴官田,14:42,14:58,06:51,299
28,照福铺,15:12,15:14,07:05,318
29,小新街,15:28,15:30,07:19,351
30,杨林,15:43,15:45,07:32,369
31,小哨,15:57,15:59,07:44,386
32,昆明,16:52,16:52,08:37,389
