Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,大连,22:38,22:38,00:00,-
2,金州,23:03,23:06,00:25,33
3,瓦房店,23:53,23:57,01:12,105
4,熊岳城,00:45,00:48,02:00,179
5,大石桥,01:32,01:38,02:44,240
6,鞍山,02:24,02:29,03:30,308
7,辽阳,02:47,02:50,03:48,333
8,沈阳,03:38,03:54,04:36,397
9,沈阳北,04:01,04:08,04:43,397
10,铁岭,04:49,04:51,05:24,467
11,开原,05:13,05:15,05:46,501
12,昌图,05:36,05:38,06:07,532
13,四平,06:17,06:20,06:46,585
14,公主岭,06:53,06:55,07:19,638
15,长春,07:39,07:51,08:03,700
16,德惠,08:39,08:41,08:51,781
17,哈尔滨东,10:48,11:18,10:58,951
18,阿城,11:49,11:51,11:29,-
19,尚志,13:01,13:03,12:39,1094
20,一面坡,13:18,13:20,12:54,1107
21,苇河,13:45,13:47,13:19,-
22,亚布力,14:04,14:06,13:36,1158
23,横道河子,14:56,14:58,14:26,1218
24,山市,15:26,15:28,14:54,1250
25,海林,15:58,16:01,15:24,1279
26,牡丹江,16:28,16:28,15:51,1301
