Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,深圳北,----,09:58,00:00,-
2,深圳坪山,10:18,10:20,00:20,36
3,惠州南,10:30,10:33,00:30,56
4,汕尾,11:08,11:10,01:05,156
5,普宁,11:45,11:47,01:40,252
6,潮汕,12:12,12:16,02:05,305
7,诏安,12:43,12:45,02:32,364
8,漳州,13:23,13:25,03:10,562
9,厦门北,13:44,13:48,03:29,514
10,泉州,14:14,14:16,03:55,585
11,莆田,14:41,14:43,04:20,654
12,涵江,14:53,15:04,04:30,674
13,福清,15:17,15:19,04:43,704
14,福州南,15:34,15:47,04:58,740
15,连江,16:07,16:09,05:18,772
16,宁德,16:31,16:33,05:40,828
17,福安,16:45,16:47,05:52,855
18,温州南,17:47,17:49,06:52,1034
19,永嘉,17:59,18:01,07:02,1052
20,乐清,18:10,18:12,07:11,1069
21,温岭,18:36,18:38,07:35,1133
22,宁海,19:15,19:17,08:12,1237
23,宁波,19:47,19:54,08:42,1309
24,余姚北,20:14,20:16,09:02,1358
25,绍兴东,20:28,20:30,09:14,1363
26,绍兴北,20:41,20:43,09:25,1421
27,杭州东,21:03,21:10,09:45,1411
28,余杭,21:19,21:21,09:54,1479
29,嘉兴南,21:40,21:42,10:13,1539
30,上海虹桥,22:12,22:12,10:43,1570
