Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,宁波,21:05,21:05,00:00,-
2,余姚,21:47,21:50,00:42,48
3,绍兴,22:36,22:39,01:28,108
4,义乌,00:01,00:05,02:50,268
5,金华,00:40,00:46,03:25,316
6,鹰潭,03:15,03:21,05:54,553
7,萍乡,06:09,06:14,08:42,924
8,株洲,07:02,07:12,09:30,974
9,湘潭,07:37,07:43,09:55,1000
10,娄底,08:56,09:02,11:08,1099
11,怀化,13:09,13:23,15:15,1445
12,凯里,17:18,17:21,19:10,1659
13,贵阳,19:41,20:08,21:30,1828
14,安顺,21:19,21:24,22:41,1894
15,六盘水,23:37,23:42,24:54,2046
16,宣威,01:15,01:22,26:27,2177
17,曲靖,02:21,02:28,27:26,2278
18,昆明,04:08,04:08,29:06,2435
