Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,龙岩,07:33,07:33,00:00,-
2,南靖,08:08,08:10,00:35,80
3,漳州,08:25,08:27,00:50,114
4,角美,08:38,08:40,01:01,132
5,厦门北,08:52,08:57,01:13,156
6,泉州,09:22,09:25,01:38,227
7,福州南,10:18,10:25,02:31,382
8,宁德,11:02,11:04,03:08,470
9,霞浦,11:26,11:28,03:30,529
10,温州南,12:20,12:22,04:22,676
11,雁荡山,12:50,12:52,04:50,752
12,温岭,13:03,13:05,05:01,775
13,台州,13:16,13:18,05:12,799
14,三门县,13:37,13:39,05:31,845
15,宁波,14:19,14:23,06:11,951
16,绍兴东,14:53,14:55,06:41,1032
17,杭州东,15:24,15:24,07:10,1106
