Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,湛江,22:45,22:45,00:00,-
2,遂溪,23:08,23:12,00:23,27
3,廉江,23:33,23:37,00:44,52
4,河唇,23:48,23:52,00:55,61
5,陆川,00:46,00:50,01:49,139
6,玉林,01:23,01:34,02:22,175
7,贵港,02:35,02:39,03:23,264
8,柳州,05:12,05:21,05:56,453
9,桂林北,07:36,07:54,08:11,617
10,兴安北,08:30,08:40,08:47,664
11,全州南,09:23,09:34,09:30,726
12,东安东,10:20,10:25,10:16,787
13,永州,10:47,10:54,10:38,816
14,祁阳,11:17,11:21,11:01,849
15,祁东,11:40,11:44,11:20,878
16,衡阳,13:30,14:02,13:06,952
17,株洲,15:27,16:02,14:31,1086
18,醴陵,16:30,16:34,14:59,1118
19,萍乡,17:00,17:07,15:25,1157
20,宜春,17:50,17:54,16:08,1228
21,新余,18:54,18:58,17:08,1282
22,樟树,19:45,19:47,17:55,1358
23,丰城,20:04,20:14,18:12,1382
24,进贤,20:53,20:57,18:51,1448
25,鹰潭,21:46,22:00,19:40,1528
26,上饶,23:08,23:12,20:48,1644
27,玉山,23:33,23:37,21:09,1674
28,衢州,00:52,00:55,22:24,1679
29,金华,01:56,02:02,23:25,-
30,义乌,02:37,02:40,24:00,1813
31,诸暨,03:10,03:13,24:30,1865
32,杭州东,04:08,04:14,25:25,1958
33,嘉兴,05:05,05:08,26:16,2045
34,上海南,06:12,06:12,27:20,2125
