Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,吉林,----,13:40,00:00,-
2,九台,14:35,14:40,00:55,76
3,长春,15:18,15:38,01:33,111
4,四平,16:51,16:54,02:46,243
5,开原,17:43,17:52,03:35,327
6,铁岭,18:14,18:16,03:57,361
7,沈阳,19:06,19:16,04:47,431
8,大虎山,20:52,20:55,06:23,555
9,沟帮子,21:24,21:36,06:52,597
10,锦州,22:18,22:22,07:34,664
11,葫芦岛,22:55,22:58,08:07,714
12,山海关,00:24,00:30,09:33,809
13,唐山,02:28,02:34,11:31,987
14,天津,03:59,04:32,12:56,1108
15,沧州,05:59,06:05,14:23,1234
16,泊头,06:32,06:37,14:50,1306
17,东光,06:51,06:55,15:04,1326
18,吴桥,07:19,07:23,15:28,1358
19,德州,07:50,07:55,15:55,1380
20,平原,08:18,08:20,16:18,-
21,禹城,08:44,08:46,16:42,1415
22,晏城,09:00,09:03,16:56,1466
23,泰山,10:07,10:09,18:00,1538
24,兖州,11:12,11:16,19:03,1621
25,邹城,11:31,11:35,19:18,1675
26,滕州,12:01,12:05,19:44,1715
27,枣庄西,12:27,12:34,20:06,1749
28,徐州,14:12,14:32,21:44,1784
29,宿州,15:20,15:24,22:32,1891
30,蚌埠,16:23,16:28,23:31,1948
31,扬州,19:31,19:36,26:34,2231
32,泰州,20:17,20:22,27:15,2295
33,南通,21:58,21:58,28:51,2414
