Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,三亚,----,07:08,00:00,-
2,东方,08:27,08:31,01:19,344
3,海口,10:05,10:35,02:53,289
4,湛江西,15:23,15:31,07:41,645
5,茂名,16:20,16:26,08:30,650
6,肇庆,19:26,19:33,11:30,912
7,佛山,20:59,21:07,12:56,999
8,广州,22:23,22:53,14:12,1021
9,韶关东,01:07,01:13,16:26,1242
10,衡阳,04:31,05:01,19:44,1542
11,井冈山,07:22,07:28,22:05,1761
12,吉安,08:25,08:29,23:02,1852
13,南昌,10:41,10:56,25:14,-
14,九江,12:26,12:30,26:44,2220
15,阜阳,16:27,16:58,30:41,2629
16,亳州,17:52,17:55,31:35,2733
17,商丘南,18:34,18:40,32:14,2797
18,菏泽,19:33,19:35,33:07,2902
19,聊城,20:42,20:48,34:14,3058
20,衡水,22:21,22:27,35:47,3210
21,任丘,23:38,23:42,36:58,3337
22,天津,01:43,02:00,38:59,3479
23,秦皇岛,05:26,05:30,42:25,3741
24,山海关,05:54,06:00,42:49,3757
25,锦州南,07:15,07:21,44:04,3922
26,沈阳北,09:05,09:13,45:48,4145
27,四平,10:43,10:45,47:18,4330
28,长春,11:43,11:43,48:16,4445
