Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,宝鸡,----,19:45,00:00,-
2,虢镇,20:02,20:11,00:17,5
3,蔡家坡,20:27,20:40,00:33,10
4,杨陵,21:08,21:14,01:01,55
5,咸阳,21:52,21:56,01:39,117
6,西安,22:20,22:53,02:03,140
7,渭南,23:32,23:34,02:42,229
8,运城,02:37,02:43,05:45,-
9,侯马,03:51,03:54,06:53,-
10,临汾,04:42,04:58,07:41,-
11,霍州,05:49,05:51,08:32,-
12,灵石,06:27,06:29,09:08,-
13,介休,06:57,07:01,09:36,-
14,平遥,07:24,07:28,09:59,-
15,祁县,07:44,07:46,10:15,-
16,太谷,08:05,08:07,10:34,-
17,榆次,08:34,08:38,11:01,-
18,太原南,08:55,08:59,11:18,-
19,太原,09:10,09:28,11:29,794
20,太原东,09:34,09:37,11:35,-
21,阳曲,10:03,10:06,12:01,-
22,忻州,10:52,10:57,12:47,-
23,原平,11:32,11:38,13:22,-
24,轩岗,12:19,12:23,14:03,-
25,宁武,12:53,12:57,14:33,-
26,朔州,13:27,13:34,15:03,-
27,岱岳,14:05,14:08,15:34,-
28,怀仁,14:39,14:42,16:05,-
29,大同,15:27,15:27,16:50,-
