Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,成都,----,16:50,00:00,-
2,德阳,17:37,17:47,00:47,61
3,绵阳,18:31,18:36,01:31,115
4,江油,19:13,19:22,02:08,157
5,广元,22:08,22:28,04:54,319
6,汉中,01:30,01:35,07:56,515
7,安康,05:16,05:33,11:37,650
8,旬阳北,06:17,06:19,12:21,-
9,西安南,08:32,08:38,14:34,971
10,三门峡,13:07,13:10,19:03,1107
11,义马,14:10,14:12,20:03,1232
12,洛阳,15:01,15:04,20:52,1401
13,偃师,15:35,15:37,21:23,-
14,巩义,15:57,16:16,21:43,1263
15,郑州,17:28,17:50,22:55,1676
16,兰考,19:01,19:04,24:06,1742
17,商丘,20:03,20:06,25:05,1830
18,徐州,21:46,21:57,26:45,1976
19,蚌埠,23:40,23:45,28:28,2140
20,南京,01:43,01:51,30:26,1638
21,常州,03:12,03:17,31:47,1822
22,无锡,03:44,03:48,32:14,1861
23,苏州,04:25,04:30,32:51,1855
24,上海,05:35,05:35,33:56,1939
