Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,沈阳北,----,16:58,00:00,-
2,新民,17:45,17:47,00:47,68
3,大虎山,18:30,18:40,01:30,139
4,沟帮子,19:24,19:26,02:14,236
5,锦州,20:07,20:11,02:55,236
6,葫芦岛,20:44,20:46,03:28,286
7,绥中,21:31,21:33,04:13,355
8,山海关,22:20,22:26,05:00,420
9,秦皇岛,22:44,22:46,05:18,404
10,滦县,23:44,23:46,06:16,572
11,唐山北,00:23,00:35,06:53,552
12,北京,02:19,02:54,08:37,681
13,张家口,06:19,06:26,12:02,-
14,天镇,07:50,07:53,13:26,1032
15,大同,09:08,09:35,14:41,1118
16,怀仁东,10:10,10:12,15:16,1163
17,应县,10:28,10:31,15:32,1185
18,山阴,10:48,10:51,15:49,1206
19,原平,11:47,11:53,16:45,1294
20,忻州,12:17,12:23,17:09,1330
21,太原东,13:30,13:32,18:16,1415
22,太原,13:38,13:55,18:22,1306
23,榆次,14:18,14:22,18:45,1445
24,太谷,14:48,14:51,19:11,1481
25,祁县,15:08,15:10,19:28,1504
26,平遥,15:25,15:30,19:43,1526
27,介休,15:55,16:00,20:08,1557
28,灵石,16:25,16:28,20:33,1584
29,霍州,17:04,17:07,21:09,1627
30,洪洞,17:44,17:47,21:46,1669
31,临汾,18:10,18:22,22:09,1692
32,襄汾,18:41,18:44,22:28,-
33,侯马,19:17,19:22,23:01,-
34,闻喜,19:55,19:58,23:34,-
35,运城,20:35,20:35,24:11,-
