Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,厦门北,12:23,12:23,00:00,-
2,漳州,13:26,14:02,01:03,42
3,龙岩,15:13,15:18,02:14,156
4,三明,17:05,17:14,04:01,-
5,三明北,17:36,17:42,04:23,336
6,顺昌,19:21,19:24,06:02,-
7,邵武,20:51,20:57,07:29,-
8,光泽,21:28,21:30,08:00,-
9,资溪,22:20,22:23,08:50,-
10,鹰潭,23:29,23:44,09:56,-
11,上饶,00:50,00:54,11:02,275
12,金华,03:22,03:28,13:30,472
13,义乌,04:02,04:05,14:04,515
14,诸暨,04:33,04:49,14:32,860
15,杭州,06:07,06:36,15:50,-
16,海宁,07:27,07:30,16:41,-
17,嘉兴,07:50,07:53,17:01,-
18,嘉善,08:09,08:12,17:17,-
19,上海南,09:39,09:39,18:44,-
