Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,杭州东,07:42,07:42,00:00,-
2,德清,07:55,08:00,00:13,35
3,湖州,08:14,08:16,00:27,71
4,长兴,08:25,08:32,00:36,91
5,宜兴,08:45,08:47,00:49,127
6,溧阳,08:59,09:01,01:01,158
7,溧水,09:17,09:19,01:17,210
8,南京南,09:37,09:45,01:35,256
9,全椒,10:05,10:07,01:55,312
10,合肥南,10:43,10:51,02:31,413
11,六安,11:15,11:17,02:55,500
12,麻城北,12:04,12:06,03:42,661
13,汉口,12:46,12:52,04:22,772
14,汉川,13:15,13:24,04:45,-
15,荆州,14:19,14:21,05:40,976
16,宜昌东,14:55,15:06,06:14,1064
17,建始,16:31,16:39,07:39,-
18,恩施,17:02,17:09,08:02,1278
19,利川,17:44,17:47,08:37,1339
20,重庆北,19:32,19:46,10:22,1617
21,成都东,21:48,21:48,12:24,1930
