Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,包头东,09:00,09:00,00:00,-
2,包头,09:16,09:27,00:16,16
3,包头西,09:36,09:40,00:25,25
4,哈业胡同,10:02,10:04,00:47,50
5,白彦花,10:15,10:17,00:58,62
6,公庙子,10:36,10:38,01:17,90
7,乌拉山,10:51,10:53,01:30,106
8,乌拉特前旗,11:04,11:06,01:41,120
9,西小召,11:26,11:28,02:01,149
10,五原,11:49,11:52,02:22,177
11,四分滩,12:15,12:17,02:45,206
12,临河,12:38,12:44,03:06,234
13,头道桥,13:04,13:06,03:26,263
14,巴彦高勒,13:27,13:29,03:47,294
15,杭锦旗,13:41,13:43,03:59,302
16,碱柜,14:23,14:25,04:39,348
17,乌海北,14:36,14:38,04:50,363
18,乌海,14:56,15:02,05:08,377
19,乌海西,15:35,15:35,05:41,403
