Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,重庆,----,09:58,00:00,-
2,重庆南,10:08,10:17,00:10,5
3,小南海,10:47,10:50,00:40,10
4,铜罐驿,11:04,11:10,00:54,15
5,黄磏,11:22,11:24,01:06,20
6,江津,11:40,11:42,01:22,25
7,古家沱,11:54,11:56,01:34,30
8,油溪,12:07,12:09,01:45,35
9,金刚沱,12:20,12:22,01:56,40
10,白沙,12:33,12:35,02:07,45
11,平等,12:49,12:51,02:21,50
12,朱杨溪,13:04,13:06,02:34,55
13,茨坝,13:21,13:23,02:49,60
14,柏林,13:32,13:35,02:58,65
15,临江场,13:44,13:46,03:07,70
16,永川,14:14,14:20,03:35,75
17,双石桥,14:32,14:37,03:47,80
18,长河碥,14:48,14:52,03:58,85
19,大足,15:02,15:06,04:08,90
20,峰高铺,15:16,15:20,04:18,95
21,荣昌,15:31,15:37,04:29,100
22,广顺场,15:45,15:48,04:37,105
23,安富镇,15:56,15:59,04:45,110
24,李市镇,16:07,16:11,04:53,115
25,隆昌,16:30,16:34,05:12,110
26,迎祥街,16:44,16:48,05:22,125
27,双凤驿,16:59,17:03,05:33,130
28,椑木镇,17:13,17:18,05:43,-
29,内江,17:34,17:34,05:59,130
