Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,佳木斯,11:24,11:24,00:00,-
2,莲江口,11:36,11:38,00:12,12
3,汤原,12:04,12:07,00:38,50
4,香兰,12:21,12:23,00:52,69
5,浩良河,12:37,13:00,01:06,87
6,威岭,13:16,13:18,01:22,106
7,晨明,13:31,13:38,01:35,122
8,南岔,14:05,14:40,02:02,153
9,柳树,14:53,14:55,02:15,160
10,金山屯,15:38,15:46,02:58,195
11,西林,16:01,16:05,03:13,208
12,苔青,16:20,16:26,03:28,219
13,美溪,16:41,17:05,03:43,233
14,伊春,17:34,17:44,04:12,257
15,双子河,18:00,18:03,04:28,272
16,友好,18:09,18:12,04:34,275
17,红山,18:37,18:41,04:59,300
18,五营,19:16,19:22,05:34,332
19,红星,19:58,20:01,06:10,352
20,新青,20:17,20:20,06:26,365
21,汤旺河,20:48,20:51,06:54,388
22,乌伊岭,21:17,21:17,07:20,410
