Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,叶柏寿,----,07:09,00:00,-
2,石脑,07:27,07:29,00:18,12
3,沙海,07:46,07:48,00:35,23
4,南洼,08:00,08:00,00:47,31
5,天义,08:07,08:10,00:54,38
6,二龙,08:23,08:25,01:07,51
7,汐子,08:36,08:38,01:18,63
8,乃林,08:50,08:52,01:30,76
9,平庄南,09:01,09:03,01:39,83
10,平庄,09:13,09:15,01:49,92
11,热水,09:28,09:30,02:02,106
12,元宝山,09:46,09:55,02:18,120
13,马林,10:06,10:08,02:29,126
14,赤峰,10:29,10:55,02:50,147
15,赤峰东,11:08,11:10,03:03,155
16,东南营子,11:19,11:21,03:12,164
17,水地,11:31,11:33,03:22,174
18,安庆沟,11:45,11:47,03:34,187
19,风水沟,11:50,11:50,03:37,192
20,山湾子,12:03,12:05,03:50,199
21,小河沿,12:17,12:19,04:02,211
22,四道湾,12:31,12:33,04:14,224
23,莲花山,12:45,12:47,04:26,238
24,孤山子,12:59,13:10,04:38,250
25,敖汉,13:22,13:24,04:50,275
26,木头营子,13:36,13:43,05:02,275
27,三义井,13:54,13:56,05:13,287
28,新窝铺,14:07,14:09,05:24,299
29,四合,14:17,14:19,05:32,310
30,舍力虎,14:30,14:32,05:43,318
31,奈曼,14:46,14:48,05:57,332
32,嘎什吐,14:57,14:59,06:06,340
33,昂乃,15:14,15:16,06:21,-
34,白音他拉,15:26,15:28,06:31,363
35,黄花筒,15:40,15:42,06:43,376
36,八仙筒,15:52,15:54,06:53,386
37,敖来,16:00,16:00,06:59,396
38,东明村,16:12,16:14,07:11,402
39,嘎什甸子,16:25,16:27,07:22,414
40,治安,16:39,16:41,07:34,427
41,东来,16:52,16:59,07:45,438
42,瓦房,17:09,17:11,07:55,448
43,太平庄,17:20,17:20,08:04,457
44,余粮堡,17:30,17:32,08:14,466
45,通辽,18:20,18:20,09:02,497
