Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,北京,11:41,11:41,00:00,-
2,通州西,12:05,12:14,00:24,18
3,密云北,13:47,13:50,01:57,90
4,兴隆县,15:10,15:17,03:17,155
5,鹰手营子,15:41,15:44,03:41,176
6,承德,17:20,17:31,05:17,256
7,下板城,18:09,18:11,05:55,290
8,平泉,19:23,19:33,07:07,353
9,凌源,21:01,21:06,08:35,440
10,叶柏寿,21:45,21:51,09:14,471
11,朝阳南,23:27,23:34,10:50,556
12,义县西,01:04,01:09,12:20,-
13,阜新南,02:21,02:35,13:32,650
14,新立屯,03:40,03:43,14:37,573
15,沈阳,05:40,06:06,16:34,648
16,本溪,07:08,07:23,17:36,835
17,小市,08:14,08:16,18:27,-
18,五女山,09:48,09:50,19:59,-
19,通化,10:48,10:58,20:57,1202
20,白山市,12:09,12:09,22:08,1093
