Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,金华,----,06:42,00:00,-
2,义乌,06:58,07:00,00:16,48
3,诸暨,07:14,07:16,00:30,100
4,杭州东,07:38,07:45,00:52,193
5,海宁西,07:58,08:03,01:05,-
6,嘉兴南,08:20,08:22,01:22,-
7,嘉善南,08:31,08:33,01:31,-
8,上海虹桥,08:58,09:03,01:56,352
9,阳澄湖,09:25,09:27,02:18,-
10,苏州,09:36,09:39,02:27,458
11,戚墅堰,10:04,10:05,02:52,-
12,常州,10:13,10:14,03:00,-
13,丹阳,10:30,10:32,03:16,-
14,南京南,11:08,11:10,03:52,449
15,马鞍山东,11:27,11:29,04:09,-
16,当涂东,11:38,11:40,04:18,-
17,芜湖,11:53,11:55,04:31,491
18,繁昌西,12:15,12:17,04:51,-
19,铜陵,12:33,12:35,05:07,-
20,池州,12:55,12:57,05:27,-
21,安庆,13:16,13:16,05:46,-
