Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,衡水,----,17:50,00:00,-
2,肃宁,18:39,18:41,00:49,86
3,任丘,19:06,19:08,01:14,127
4,霸州,19:44,19:46,01:50,182
5,北京西,20:57,20:57,03:01,274
