Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海,----,12:15,00:00,-
2,昆山,12:51,12:57,00:36,49
3,苏州,13:21,13:26,01:00,91
4,无锡,13:54,13:58,01:28,133
5,常州,14:25,14:29,01:55,172
6,南京,16:12,16:22,03:38,308
7,滁州北,17:00,17:05,04:16,358
8,蚌埠,18:36,18:42,05:47,485
9,宿州,19:38,19:48,06:43,575
10,徐州,20:48,20:58,07:43,649
11,枣庄西,22:25,22:27,09:10,717
12,滕州,22:49,22:51,09:32,751
13,邹城,23:47,23:52,10:28,791
14,泰山,01:00,01:10,11:36,895
15,济南,02:08,02:14,12:34,968
16,沧州,06:11,06:17,16:31,1199
17,青县,06:37,06:39,16:51,1271
18,静海,07:05,07:07,17:17,1272
19,天津西,07:45,07:48,17:55,1315
20,杨村,08:09,08:13,18:16,1394
21,廊坊北,08:35,09:10,18:38,1389
22,北京,10:50,10:50,20:18,1463
