Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,呼和浩特东,18:41,18:41,00:00,-
2,集宁南,20:09,20:24,01:28,150
3,商都,21:33,21:43,02:37,234
4,化德,22:29,22:31,03:23,296
5,正镶白旗,23:49,23:55,04:41,405
6,桑根达来,01:04,01:10,05:50,500
7,林西,05:15,05:26,09:55,738
8,大板,06:22,06:37,10:51,789
9,林东,07:49,07:51,12:03,881
10,查布嘎,08:39,08:41,12:51,943
11,开鲁,10:21,10:23,14:31,1054
12,通辽,11:40,12:03,15:48,1147
13,宝龙山,12:45,12:48,16:30,1210
14,通榆,13:57,14:00,17:39,-
15,白城,15:10,15:27,18:49,1417
16,镇西,16:01,16:03,19:23,1466
17,葛根庙,16:12,16:14,19:32,-
18,乌兰浩特,16:38,16:38,19:56,1500
