Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,昆明,----,18:28,00:00,-
2,曲靖,20:08,20:15,01:40,157
3,宣威,21:15,21:22,02:40,258
4,六盘水,22:50,22:57,04:08,389
5,六枝,00:22,00:28,05:33,485
6,安顺,01:08,01:13,06:13,541
7,贵阳,02:27,02:55,07:27,638
8,凯里,05:17,05:22,09:49,826
9,玉屏,07:32,07:47,11:59,951
10,怀化,09:39,09:59,13:51,1095
11,吉首,11:38,11:44,15:30,1198
12,张家界,14:08,14:16,17:54,1323
13,石门县北,15:57,16:05,19:35,1441
14,荆门,19:39,19:42,23:09,1670
15,襄阳,21:06,21:37,24:33,1794
16,南阳,23:43,23:47,26:39,1923
17,宝丰,01:32,01:35,28:24,-
18,关林,03:11,03:32,30:00,2164
19,焦作,05:42,05:45,32:10,2309
20,新乡,06:39,07:09,33:04,2372
21,鹤壁,07:48,07:51,33:43,2645
22,安阳,08:20,08:42,34:12,2479
23,邯郸,09:19,09:34,34:49,2539
24,邢台,10:05,10:07,35:20,2798
25,元氏,11:38,11:40,36:51,-
26,石家庄,12:08,12:16,37:19,2700
27,定州,13:04,13:06,38:07,2710
28,保定,13:44,13:56,38:45,2770
29,徐水,14:13,14:34,39:02,2859
30,白洋淀,14:52,14:54,39:20,2882
31,霸州西,15:20,15:26,39:46,2924
32,天津,17:04,17:12,41:24,3346
33,塘沽,17:44,17:46,41:56,3386
34,唐山,18:37,18:39,42:47,3469
35,山海关,20:48,21:05,44:56,3642
36,绥中,21:47,21:49,45:38,3385
37,葫芦岛,22:31,22:33,46:20,3454
38,锦州,23:10,23:14,46:57,3826
39,沈阳,01:50,02:08,49:33,3746
40,铁岭,02:53,03:09,50:18,4126
41,四平,04:55,04:57,52:04,4244
42,长春,06:11,06:11,53:18,4359
