Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,蓟州北,----,06:29,00:00,-
2,下仓,06:54,07:01,00:25,-
3,宝坻,07:15,07:19,00:39,-
4,天津北,08:21,08:21,01:41,-
