Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海虹桥,----,11:39,00:00,-
2,松江南,11:53,11:55,00:14,31
3,嘉兴南,12:13,12:15,00:32,84
4,杭州东,12:39,12:41,00:56,159
5,诸暨,13:04,13:10,01:19,252
6,义乌,13:24,13:26,01:33,304
7,金华,13:42,13:44,01:49,352
8,上饶,14:27,14:29,02:32,545
9,鹰潭北,14:55,14:57,02:58,650
10,进贤南,15:19,15:21,03:20,728
11,南昌西,15:39,15:42,03:38,795
12,宜春,16:24,16:26,04:20,957
13,萍乡北,16:44,16:46,04:38,1027
14,醴陵东,16:58,17:00,04:50,1052
15,长沙南,17:23,17:28,05:13,1128
16,娄底南,18:03,18:05,05:48,1262
17,邵阳北,18:21,18:23,06:04,1314
18,怀化南,19:04,19:08,06:45,1469
19,新晃西,19:32,19:35,07:09,1476
20,凯里南,20:14,20:16,07:48,1513
21,贵阳东,20:50,20:54,08:22,1779
22,遵义,21:43,21:45,09:11,1902
23,重庆西,23:05,23:05,10:31,2469
