Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,北京西,15:30,15:30,00:00,-
2,沙城,17:56,18:00,02:26,41
3,下花园,18:22,18:26,02:48,66
4,张家口,19:15,19:26,03:37,-
5,柴沟堡,20:10,20:13,04:21,234
6,天镇,20:59,21:01,05:07,282
7,阳高,21:27,21:30,05:33,311
8,大同,22:23,22:38,06:26,368
9,丰镇,23:23,23:25,07:11,413
10,集宁南,03:31,03:44,11:17,495
11,呼和浩特,05:17,05:37,12:50,653
12,察素齐,06:09,06:13,13:22,704
13,萨拉齐,06:45,06:47,13:54,-
14,包头东,08:18,08:22,15:25,802
15,包头,08:39,08:47,15:42,818
16,乌拉特前旗,09:51,09:53,16:46,922
17,五原,10:29,10:55,17:22,-
18,临河,11:34,11:40,18:01,1036
19,巴彦高勒,12:16,12:19,18:37,1096
20,乌海,13:15,13:19,19:33,1179
21,乌海西,13:45,13:45,19:59,1205
