Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,大连,17:01,17:01,00:00,-
2,金州,17:27,17:32,00:26,33
3,普兰店,18:04,18:07,00:58,78
4,瓦房店,18:27,18:30,01:18,105
5,熊岳城,19:19,19:22,02:07,179
6,大石桥,20:07,20:11,02:52,240
7,鞍山,21:00,21:04,03:41,308
8,辽阳,21:23,21:26,04:00,333
9,沈阳北,22:20,22:32,04:54,397
10,四平,00:22,00:28,06:44,585
11,洮南,03:45,03:47,10:01,906
12,白城,04:13,04:19,10:27,938
13,镇赉,04:46,04:48,10:54,976
14,泰来,05:31,05:33,11:37,1040
15,江桥,06:09,06:11,12:13,1031
16,齐齐哈尔,07:07,07:30,13:09,1156
17,青水山,08:27,08:39,14:06,-
18,讷河,09:16,09:16,14:43,1306
