Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,南京南,08:07,08:07,00:00,-
2,滁州,08:25,08:30,00:18,59
3,蚌埠南,08:59,09:01,00:47,175
4,徐州东,09:37,09:42,01:23,331
5,萧县北,10:00,10:02,01:41,336
6,商丘,10:34,10:36,02:13,341
7,民权北,10:51,10:53,02:28,346
8,郑州东,11:34,11:40,03:09,361
9,洛阳龙门,12:16,12:18,03:45,495
10,渑池南,12:37,12:39,04:04,560
11,西安北,13:49,13:54,05:14,880
12,阿房宫,14:05,14:12,05:25,-
13,鄠邑,14:22,14:24,05:35,-
14,城固北,15:14,15:16,06:25,-
15,汉中,15:28,15:32,06:37,1456
16,广元,16:15,16:22,07:20,1594
17,绵阳,17:14,17:16,08:12,1759
18,成都东,17:54,18:00,08:50,1674
19,资阳北,18:26,18:29,09:16,-
20,隆昌北,18:54,18:56,09:41,-
21,重庆西,19:33,19:33,10:18,2174
