Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,德阳,07:42,07:42,00:00,-
2,青白江东,07:55,07:57,00:13,34
3,新都东,08:04,08:06,00:20,45
4,成都东,08:17,08:28,00:31,66
5,眉山东,08:59,09:01,01:02,-
6,乐山,09:20,09:22,01:21,176
7,毕节,11:10,11:14,03:09,-
8,贵阳东,12:02,12:06,03:57,-
9,龙里北,12:25,12:27,04:16,-
10,榕江,13:18,13:20,05:07,-
11,三江南,13:58,14:00,05:45,-
12,桂林西,14:33,14:37,06:18,-
13,阳朔,15:01,15:03,06:42,-
14,钟山西,15:33,15:35,07:12,-
15,贺州,15:48,15:50,07:25,-
16,广宁,16:32,16:34,08:07,-
17,肇庆东,16:51,16:53,08:24,-
18,广州,17:31,17:31,09:02,-
