Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海虹桥,----,07:46,00:00,-
2,嘉善南,08:10,08:28,00:24,67
3,嘉兴南,08:37,08:42,00:33,84
4,杭州东,09:07,09:09,00:58,159
5,绍兴北,09:28,09:30,01:17,202
6,余姚北,09:49,09:52,01:36,212
7,宁波,10:13,10:17,01:57,261
8,台州,11:11,11:13,02:51,448
9,雁荡山,11:31,11:33,03:09,523
10,乐清,11:50,11:52,03:26,536
11,温州南,12:07,12:09,03:41,413
12,平阳,12:25,12:27,03:57,-
13,福鼎,12:50,12:52,04:20,683
14,太姥山,13:01,13:03,04:29,768
15,福州南,14:09,14:13,05:35,593
16,莆田,14:43,14:45,06:05,679
17,泉州,15:10,15:12,06:30,748
18,厦门北,15:38,15:49,06:56,819
19,漳州,16:08,16:10,07:15,1151
20,云霄,16:38,16:40,07:43,1227
21,潮汕,17:13,17:16,08:16,1318
22,普宁,17:37,17:39,08:37,1371
23,陆丰,18:03,18:05,09:01,1432
24,惠州南,18:52,18:54,09:48,1567
25,深圳北,19:25,19:25,10:19,1623
