Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,沈阳,13:00,13:00,00:00,-
2,本溪新城,13:22,13:24,00:22,5
3,本溪,13:37,13:39,00:35,84
4,通远堡西,13:59,14:00,00:55,20
5,凤城东,14:14,14:15,01:09,20
6,丹东,14:33,14:45,01:27,35
7,东港北,15:01,15:03,01:43,40
8,北井子,15:13,15:14,01:53,40
9,大孤山,15:27,15:29,02:06,50
10,青堆,15:43,15:44,02:20,55
11,庄河北,15:57,15:59,02:33,60
12,城子坦,16:18,16:20,02:52,70
13,杏树屯,16:36,16:37,03:08,103
14,登沙河,16:44,16:45,03:15,108
15,金州,17:02,17:04,03:32,113
16,大连北,17:16,17:18,03:44,378
17,大连,17:34,17:34,04:00,394
