Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,哈尔滨西,21:39,21:39,00:00,-
2,沈阳北,01:59,02:05,04:20,538
3,唐山,06:36,06:38,08:51,1104
4,天津,07:50,07:58,10:03,1227
5,徐水,10:01,10:04,12:06,1388
6,保定,10:19,10:25,12:21,1412
7,石家庄,11:40,11:46,13:36,1501
8,安阳,13:53,13:57,15:43,1768
9,新乡,14:48,14:53,16:34,1875
10,郑州,15:39,15:58,17:20,2132
11,漯河,17:09,17:12,18:31,2272
12,信阳,18:31,18:34,19:50,2434
13,武昌,20:47,20:59,22:03,2491
14,长沙,00:13,00:19,25:17,2853
15,株洲,00:55,00:58,25:53,3039
16,衡阳,02:16,02:19,27:11,3039
17,郴州,03:57,04:02,28:49,3186
18,韶关东,05:38,05:44,30:25,3339
19,广州东,08:16,08:16,32:57,3100
