Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,天津,----,22:20,00:00,-
2,聊城,03:36,03:42,05:16,421
3,菏泽,05:12,05:16,06:46,577
4,商丘南,06:25,06:28,07:55,682
5,亳州,07:09,07:13,08:36,746
6,阜阳,08:24,08:49,09:47,850
7,淮滨,09:50,09:53,10:48,-
8,潢川,10:31,10:36,11:26,966
9,光山,10:51,11:06,11:41,971
10,新县,11:32,11:34,12:07,976
11,麻城,12:15,12:24,12:48,1036
12,黄州,13:04,13:07,13:28,-
13,浠水,13:31,13:34,13:52,1132
14,蕲春,13:55,14:09,14:13,1162
15,武穴,14:47,14:56,14:51,-
16,南昌,16:58,17:20,16:53,1394
17,吉安,20:10,20:14,19:43,1620
18,赣州,22:09,22:13,21:38,1806
19,龙川,02:04,02:07,25:29,2047
20,惠州,03:53,03:58,27:15,2202
21,东莞东,04:42,04:50,27:59,2256
22,深圳东,05:32,05:32,28:41,2309
