Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,深圳东,----,11:15,00:00,-
2,东莞东,11:46,11:51,00:31,53
3,惠州,12:30,12:34,01:10,107
4,龙川,14:11,14:15,02:47,262
5,赣州,16:45,16:48,05:17,503
6,吉安,19:03,19:09,07:32,689
7,南昌,21:19,21:45,09:42,915
8,九江,23:02,23:09,10:59,1057
9,麻城,01:14,01:21,13:04,1280
10,阜阳,03:20,03:45,15:03,1466
11,菏泽,06:04,06:08,17:22,1732
12,聊城,07:15,07:21,18:29,1888
13,张家口,14:37,14:44,25:45,-
14,大同,17:25,17:33,28:26,2714
15,集宁南,19:10,19:16,30:03,2664
16,呼和浩特东,20:23,20:48,31:10,2814
17,包头东,22:49,22:53,33:11,2971
18,包头,23:10,23:10,33:28,2987
