Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,哈尔滨西,22:40,22:40,00:00,-
2,长春,01:04,01:12,02:24,240
3,四平,02:25,02:28,03:37,355
4,沈阳北,04:30,04:46,05:39,538
5,山海关,08:09,08:17,09:02,960
6,秦皇岛,08:36,08:44,09:21,942
7,唐山,10:23,10:31,11:00,1104
8,天津,11:43,11:51,12:12,1227
9,沧州,13:20,13:26,13:41,1378
10,德州,14:41,14:43,14:56,1491
11,泰山,16:45,16:48,16:58,1658
12,兖州,17:46,17:49,17:56,1741
13,邹城,18:04,18:07,18:11,1762
14,滕州,18:33,18:35,18:37,1802
15,枣庄西,18:57,19:00,18:59,1836
16,徐州,20:00,20:23,19:59,1923
17,宿州,21:02,21:05,20:38,1978
18,蚌埠,21:51,21:59,21:24,2068
19,滁州北,23:10,23:13,22:35,2195
20,南京,23:57,00:03,23:19,2271
21,镇江,00:39,00:43,23:55,2316
22,常州,01:22,01:26,24:34,-
23,无锡,01:57,02:02,25:05,2446
24,苏州,02:31,02:36,25:34,2488
25,昆山,03:00,03:03,25:58,2504
26,嘉兴,04:39,04:42,27:34,2630
27,海宁,05:02,05:05,27:54,2658
28,杭州,05:54,05:54,28:43,2723
