Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,宁波,06:45,06:45,00:00,-
2,余姚北,07:05,07:13,00:20,49
3,绍兴北,07:32,07:34,00:39,112
4,杭州东,07:54,08:01,00:59,155
5,德清,08:14,08:16,01:12,137
6,湖州,08:30,08:32,01:26,226
7,长兴,08:41,08:49,01:35,193
8,宜兴,09:02,09:04,01:48,282
9,溧阳,09:15,09:17,01:59,260
10,句容西,09:39,09:46,02:21,317
11,南京南,09:59,10:12,02:34,411
12,全椒,10:32,10:39,02:54,399
13,合肥南,11:15,11:24,03:30,500
14,六安,11:48,11:50,03:54,655
15,汉口,13:23,13:35,05:27,859
16,汉川,13:58,14:09,05:50,905
17,天门南,14:25,14:34,06:06,-
18,潜江,14:54,15:04,06:26,993
19,宜昌东,16:01,16:11,07:23,1151
20,恩施,17:56,18:04,09:08,1365
21,利川,18:39,18:41,09:43,1426
22,石柱县,19:20,19:23,10:22,-
23,重庆北,20:32,20:32,11:31,1704
