Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,长甸,09:15,09:15,00:00,-
2,永甸,10:00,10:00,00:45,9
3,宽甸,10:05,10:07,00:50,32
4,龙爪沟,10:33,10:35,01:16,49
5,灌水,10:51,10:54,01:32,61
6,天桥,11:00,11:00,01:38,73
7,庙阳,11:05,11:05,01:43,77
8,佟家,11:20,11:20,01:58,84
9,边沟,11:30,11:30,02:08,89
10,铁佛寺,11:40,11:40,02:18,95
11,石城,11:59,12:03,02:37,101
12,大堡,12:18,12:20,02:52,112
13,凤凰城,12:55,13:09,03:27,143
14,长虹,13:28,13:31,03:46,-
15,刘家河,13:43,13:46,03:58,-
16,通远堡,14:01,14:04,04:13,-
17,草河口,14:16,14:19,04:25,-
18,祁家堡,14:32,14:35,04:38,-
19,连山关,14:46,14:49,04:49,-
20,下马塘,14:59,15:02,04:59,-
21,南芬,15:15,15:25,05:12,-
22,本溪,15:51,16:11,05:38,-
23,石桥子,16:34,16:37,06:01,-
24,姚千户屯,16:50,16:52,06:14,-
25,陈相屯,17:01,17:03,06:23,-
26,吴家屯,17:12,17:14,06:32,-
27,苏家屯,17:24,17:27,06:42,-
28,沈阳,17:50,17:50,07:05,-
