Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,福州,06:46,06:46,00:00,-
2,尤溪,07:40,07:42,00:54,153
3,三明北,08:01,08:03,01:13,195
4,泰宁,08:36,08:38,01:46,287
5,建宁县北,08:51,08:53,01:59,317
6,抚州,09:37,09:39,02:43,446
7,南昌西,10:17,10:23,03:21,271
8,共青城,10:54,10:57,03:52,626
9,庐山,11:15,11:17,04:10,663
10,瑞昌西,11:29,11:31,04:22,697
11,武汉,12:30,12:37,05:21,891
12,汉口,12:59,13:14,05:43,922
13,汉川,13:37,13:40,06:06,973
14,潜江,14:11,14:13,06:37,1050
15,荆州,14:39,14:41,07:03,1126
16,宜昌东,15:16,15:21,07:38,1221
17,巴东,16:15,16:22,08:32,-
18,建始,16:57,16:59,09:07,1387
19,恩施,17:22,17:27,09:30,1428
20,利川,18:02,18:04,10:05,1494
21,涪陵北,19:14,19:16,11:15,1675
22,重庆北,19:55,19:59,11:54,1968
23,合川,20:26,20:28,12:21,-
24,成都东,22:09,22:09,14:02,2065
