Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,广州东,----,07:45,00:00,-
2,东莞东,08:41,08:47,00:56,86
3,惠州,09:30,09:36,01:39,140
4,河源,10:26,10:30,02:29,220
5,龙川,11:24,11:34,03:23,295
6,赣州,14:43,14:47,06:32,536
7,兴国,15:35,15:38,07:20,609
8,吉安,17:07,17:11,08:49,722
9,新干,18:10,18:13,09:48,925
10,向塘,19:23,19:42,10:58,920
11,南昌,20:04,20:15,11:20,1065
12,九江,21:32,21:42,12:37,1090
13,池州,00:10,00:13,15:05,1273
14,铜陵,00:54,00:58,15:46,1330
15,芜湖,02:36,02:42,17:24,1408
16,合肥,04:10,04:23,18:52,1410
17,蚌埠,07:17,07:24,21:46,1680
18,宿州,08:20,08:24,22:42,1770
19,徐州,09:20,09:20,23:38,1844
