Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,江山,15:44,15:44,00:00,-
2,衢州,15:55,15:57,00:11,35
3,金华,16:18,16:21,00:32,121
4,义乌,16:37,16:46,00:48,169
5,杭州东,17:22,17:25,01:24,314
6,湖州,17:46,17:48,01:45,380
7,宜兴,18:05,18:07,02:02,436
8,溧阳,18:18,18:20,02:13,467
9,瓦屋山,18:31,18:33,02:24,457
10,溧水,18:43,18:45,02:34,519
11,南京南,19:01,19:13,02:50,784
12,蚌埠南,19:54,19:59,03:31,740
13,宿州东,20:22,20:24,03:54,828
14,徐州东,20:43,20:46,04:13,896
15,萧县北,21:04,21:06,04:31,897
16,淮北北,21:18,21:20,04:43,922
17,淮北,21:33,21:33,04:56,1122
