Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,萍乡,17:00,17:00,00:00,-
2,宜春,17:43,17:47,00:43,71
3,新余,18:26,18:32,01:22,125
4,樟树,19:19,19:28,02:09,201
5,丰城,19:45,19:50,02:26,225
6,向塘,20:15,20:19,02:51,258
7,南昌,20:41,21:02,03:13,286
8,九江,22:31,22:40,04:42,421
9,彭泽,23:24,23:27,05:26,480
10,池州,01:23,01:28,07:22,611
11,铜陵,02:19,02:23,08:13,668
12,芜湖,03:53,03:59,09:43,746
13,南京,06:30,07:04,12:14,871
14,镇江,07:46,08:02,12:56,-
15,常州,08:48,08:53,13:42,1007
16,无锡,09:27,09:31,14:16,-
17,苏州,10:23,10:28,15:08,1088
18,上海,11:41,11:41,16:21,1172
