Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,衡阳东,----,06:55,00:00,-
2,祁东,07:23,07:25,00:28,73
3,祁阳,07:39,07:41,00:42,102
4,永州,07:58,08:05,00:59,135
5,东安东,08:22,08:25,01:16,164
6,全州南,08:48,08:51,01:39,225
7,兴安北,09:12,09:14,02:00,-
8,桂林北,09:40,09:44,02:26,334
9,永福南,10:14,10:16,02:56,386
10,柳州,11:03,11:10,03:43,498
11,来宾北,11:35,11:37,04:08,-
12,南宁东,12:20,12:26,04:51,1276
13,南宁,12:37,12:51,05:02,1287
14,隆安东,13:22,13:24,05:33,-
15,平果,13:34,13:38,05:43,1302
16,田东北,13:58,14:02,06:03,1307
17,百色,14:24,14:30,06:25,1347
18,富宁,15:07,15:09,07:02,1352
19,广南县,15:33,15:36,07:26,1357
20,普者黑,16:04,16:08,07:54,1362
21,弥勒,16:41,16:43,08:27,-
22,昆明南,17:14,17:24,08:58,1377
23,昆明,17:42,17:46,09:16,-
24,禄丰南,18:23,18:26,09:53,-
25,楚雄,18:50,18:52,10:17,-
26,南华,19:06,19:08,10:31,-
27,大理,19:54,19:54,11:17,-
