Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,北京西,07:49,07:49,00:00,-
2,保定东,08:30,08:37,00:41,139
3,定州东,08:55,08:57,00:59,201
4,石家庄,09:20,09:30,01:22,281
5,邢台东,09:58,10:00,01:50,403
6,邯郸东,10:16,10:22,02:06,456
7,鹤壁东,10:49,10:51,02:33,562
8,郑州东,11:24,11:27,03:06,693
9,郑州西,11:43,11:45,03:22,698
10,洛阳龙门,12:10,12:12,03:47,832
11,三门峡南,12:43,12:45,04:18,955
12,灵宝西,13:00,13:07,04:33,1007
13,华山北,13:24,13:26,04:50,1091
14,西安北,13:56,14:07,05:20,1212
15,咸阳秦都,14:19,14:21,05:32,1242
16,杨陵南,14:39,14:43,05:50,1222
17,岐山,14:57,15:06,06:04,1263
18,宝鸡南,15:19,15:19,06:17,1300
