Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,大连,16:39,16:39,00:00,-
2,金州,17:04,17:08,00:25,33
3,普兰店,17:39,17:42,00:56,78
4,瓦房店,18:02,18:05,01:16,105
5,熊岳城,18:54,18:56,02:05,179
6,盖州,19:17,19:19,02:26,210
7,大石桥,19:43,19:46,02:50,240
8,海城,20:11,20:13,03:15,272
9,鞍山,20:39,20:42,03:41,308
10,沈阳,21:42,21:56,04:41,397
11,沈阳北,22:03,22:11,04:48,397
12,铁岭,22:52,22:54,05:29,467
13,四平,00:12,00:15,06:47,585
14,长春,01:34,01:48,08:06,700
15,哈尔滨东,04:38,05:03,10:56,951
16,呼兰,05:24,05:26,11:17,976
17,兴隆镇,06:06,06:08,11:57,1041
18,绥化,06:33,06:37,12:22,1069
19,庆安,07:17,07:19,13:02,1123
20,双丰,07:38,07:40,13:21,1148
21,铁力,07:59,08:01,13:40,1171
22,桃山,08:12,08:14,13:51,1182
23,神树,08:35,08:37,14:12,1205
24,朗乡,09:19,09:21,14:54,1224
25,带岭,09:36,09:38,15:09,1238
26,南岔,10:07,10:11,15:38,1271
27,浩良河,10:54,11:00,16:21,1337
28,香兰,11:13,11:16,16:34,1355
29,汤原,11:31,11:36,16:49,1374
30,佳木斯,12:13,12:33,17:26,1424
31,福利屯,13:35,13:38,18:28,-
32,双鸭山,13:52,13:52,18:42,-
