Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,济南,07:20,07:20,00:00,-
2,泰山,08:13,08:20,00:53,73
3,磁窑,08:46,08:49,01:19,107
4,兖州,09:24,09:27,01:54,156
5,邹城,09:42,09:45,02:09,177
6,滕州,10:11,10:14,02:35,217
7,枣庄西,10:36,10:39,02:57,251
8,徐州,11:43,11:55,04:01,319
9,邳州,12:44,12:47,04:50,391
10,新沂,13:16,13:20,05:19,428
11,沭阳,13:56,14:00,05:55,480
12,淮安,14:41,14:54,06:36,539
13,阜宁,15:43,15:55,07:25,601
14,盐城,16:45,16:50,08:15,662
15,东台,17:49,18:00,09:14,725
16,海安,18:31,18:36,09:45,-
17,南通,19:17,19:17,10:26,830
