Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,东莞东,----,15:15,00:00,-
2,惠州,15:58,16:09,00:43,54
3,河源,16:59,17:02,01:33,134
4,龙川,17:56,18:02,02:27,209
5,龙南,19:36,19:39,04:01,325
6,信丰,20:19,20:22,04:41,387
7,赣州,21:06,21:12,05:25,450
8,吉安,23:27,23:31,07:40,636
9,九江,04:06,04:12,12:15,1004
10,黄梅,05:16,05:21,13:19,1057
11,宿松,05:36,05:50,13:34,1079
12,太湖,06:19,06:22,14:03,1113
13,天柱山,06:43,06:46,14:24,1147
14,安庆西,07:06,07:11,14:44,1175
15,桐城,07:36,07:39,15:09,1214
16,庐江,08:03,08:06,15:33,1252
17,合肥,09:25,09:25,16:52,1331
