Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,洛阳,----,16:52,00:00,-
2,汝州,18:25,18:28,01:33,92
3,宝丰,19:02,19:07,02:07,-
4,鲁山,19:27,19:32,02:27,154
5,南阳,20:50,20:54,03:45,256
6,邓州,21:41,21:45,04:32,312
7,襄阳,22:48,23:28,05:35,385
8,荆门,00:47,00:54,06:54,509
9,石门县北,03:38,03:48,09:38,738
10,常德,04:39,04:45,10:29,748
11,益阳,05:45,05:51,11:29,758
12,长沙,07:03,07:24,12:41,768
13,株洲,08:02,08:08,13:19,820
14,衡阳,09:31,09:37,14:42,954
15,郴州,11:17,11:23,16:22,1101
16,韶关东,13:01,13:07,18:00,1254
17,广州,15:28,15:40,20:21,1475
18,深圳,17:42,17:42,22:23,2086
