Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,乌鲁木齐,21:26,21:26,00:00,-
2,石河子,22:51,22:54,01:25,16
3,奎屯,23:51,23:57,02:22,113
4,伊宁,06:39,07:00,09:04,485
5,霍尔果斯,07:54,07:54,09:58,563
