Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,杭州,----,11:34,00:00,-
2,海宁,12:24,12:27,00:50,65
3,嘉兴,12:47,12:50,01:10,93
4,嘉善,13:04,13:07,01:24,111
5,上海南,13:59,14:26,02:16,173
6,苏州,15:33,15:37,03:23,271
7,无锡,16:18,16:21,04:04,295
8,常州,16:48,16:51,04:31,352
9,丹阳,17:18,17:21,04:58,396
10,南京,18:24,18:32,06:01,488
11,滁州北,19:25,19:51,06:54,545
12,蚌埠,21:24,21:28,08:27,672
13,徐州,23:22,23:30,10:21,836
14,泰山,03:45,03:47,14:36,1082
15,德州,06:01,06:19,16:50,1273
16,衡水,07:08,07:16,17:39,1335
17,晋州,08:02,08:05,18:25,1403
18,石家庄北,08:54,09:00,19:14,1467
19,太原,11:23,11:49,21:37,1692
20,交城,12:39,12:42,22:27,1760
21,文水,12:53,12:56,22:38,1774
22,汾阳,13:11,13:14,22:53,1791
23,吕梁,14:01,14:07,23:40,1873
24,柳林南,14:25,14:28,23:58,1898
25,吴堡,14:47,14:50,24:17,1924
26,绥德,15:18,15:23,24:45,1962
27,子洲,15:42,15:45,25:04,1992
28,靖边,16:56,17:07,26:15,2103
29,定边,18:19,18:26,27:27,2208
30,盐池,18:48,18:57,27:49,2238
31,宁东,20:31,20:33,29:23,2248
32,银川,21:55,21:55,30:45,2253
