Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,成都东,----,09:05,00:00,-
2,重庆北,11:00,11:13,01:55,313
3,丰都,12:06,12:16,02:48,447
4,恩施,13:38,13:44,04:10,652
5,建始,14:06,14:08,04:32,687
6,宜昌东,15:33,15:38,05:57,866
7,枝江北,15:57,15:59,06:16,910
8,荆州,16:18,16:20,06:35,954
9,潜江,16:45,16:47,07:00,1024
10,汉川,17:20,17:22,07:33,1112
11,汉口,17:46,18:00,07:57,1158
12,红安西,18:35,18:37,08:32,1230
13,麻城北,18:50,18:52,08:45,1269
14,六安,19:38,19:40,09:31,1430
15,合肥南,20:04,20:14,09:55,1244
16,南京南,21:06,21:10,10:47,1401
17,宜兴,21:47,21:49,11:24,1803
18,湖州,22:07,22:09,11:42,1859
19,杭州东,22:32,22:32,12:05,1930
