Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海,----,20:22,00:00,-
2,苏州,21:16,21:19,00:54,91
3,无锡,21:47,21:50,01:22,133
4,常州,22:17,22:21,01:49,172
5,南京,00:23,00:29,03:51,308
6,滁州北,01:07,01:17,04:29,358
7,蚌埠,02:41,02:47,05:53,485
8,宿州,03:43,03:48,06:49,575
9,徐州,04:39,04:53,07:40,649
10,枣庄西,05:45,05:47,08:32,717
11,滕州,06:09,06:12,08:54,751
12,邹城,06:40,06:42,09:22,791
13,兖州,06:57,07:00,09:37,812
14,磁窑,07:34,07:37,10:11,901
15,泰山,08:02,08:06,10:36,895
16,济南,09:04,09:24,11:34,968
17,禹城,10:04,10:07,12:14,1018
18,平原,10:31,10:45,12:38,1051
19,德州,11:21,11:39,13:14,1086
20,吴桥,11:55,11:58,13:30,1148
21,东光,12:19,12:21,13:51,1140
22,泊头,12:35,12:48,14:05,1160
23,沧州,13:12,13:15,14:29,1199
24,青县,13:35,13:38,14:49,1271
25,天津,14:59,15:06,16:10,1325
26,唐山,16:39,16:47,17:43,1439
27,山海关,18:56,19:06,19:52,1603
28,兴城,20:14,20:16,21:00,1716
29,葫芦岛,20:33,20:35,21:17,1737
30,锦州,21:14,21:35,21:56,1787
31,阜新南,23:08,23:08,23:29,1832
