Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,乌兰浩特,14:35,14:35,00:00,-
2,葛根庙,14:56,14:58,00:21,29
3,镇西,15:07,15:09,00:30,38
4,白城,15:45,16:03,01:06,83
5,洮南,16:26,16:29,01:29,115
6,通榆,17:13,17:16,02:13,-
7,太平川,17:49,17:53,02:46,232
8,敖力布告,18:11,18:13,03:04,257
9,宝龙山,18:35,18:37,03:26,290
10,高林屯,18:55,18:57,03:44,313
11,通辽,19:31,19:48,04:18,353
12,开鲁,20:58,21:01,05:28,446
13,查布嘎,22:24,22:27,06:51,557
14,林东,23:38,23:40,08:02,619
15,大板,00:54,01:09,09:16,711
16,桑根达来,06:10,06:16,14:17,191
17,正镶白旗,07:26,07:32,15:27,286
18,化德,08:50,08:52,16:45,395
19,商都,09:42,09:44,17:35,457
20,集宁南,10:58,11:10,18:49,541
21,呼和浩特东,13:00,13:00,20:39,1500
