Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,重庆北,12:34,12:34,00:00,-
2,涪陵,13:45,13:54,01:11,15
3,武隆,14:38,14:41,01:55,82
4,彭水,15:36,15:38,02:50,131
5,黔江,16:31,16:36,03:43,156
6,咸丰,17:04,17:07,04:11,-
7,张家界西,18:45,18:51,05:49,-
8,常德,20:33,20:38,07:31,-
9,益阳,21:36,21:40,08:29,-
10,长沙,22:55,23:15,09:44,1503
11,株洲,23:53,23:59,10:22,856
12,衡阳,01:22,01:37,11:45,1689
13,韶关东,04:51,04:57,14:59,1290
14,广州,07:18,07:38,17:20,2210
15,东莞东,08:51,08:56,18:33,1605
16,惠州,09:39,09:44,19:16,1659
17,河源,10:34,10:37,20:06,1739
18,龙川,11:31,11:46,21:00,1814
19,兴宁,12:39,12:42,21:53,1884
20,揭阳南,14:02,14:07,23:13,-
21,潮州,14:26,14:31,23:32,2079
22,汕头,15:09,15:09,24:10,2116
