Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,宜兴,07:18,07:18,00:00,-
2,溧阳,07:29,07:31,00:11,31
3,溧水,07:48,07:50,00:28,83
4,江宁,08:03,08:09,00:41,-
5,南京南,08:18,08:20,00:50,129
6,全椒,08:40,08:52,01:10,185
7,合肥南,09:28,09:38,01:46,286
8,六安,10:02,10:04,02:10,373
9,汉口,11:30,11:43,03:36,645
10,汉川,12:06,12:08,03:59,-
11,天门南,12:24,12:26,04:15,-
12,荆州,13:08,13:10,04:57,849
13,宜昌东,13:44,13:49,05:31,937
14,恩施,15:33,15:42,07:15,1151
15,利川,16:17,16:22,07:50,1212
16,丰都,17:17,17:19,08:45,1356
17,涪陵北,17:38,17:40,09:04,1398
18,重庆北,18:20,18:25,09:44,1490
19,潼南,19:11,19:15,10:30,1605
20,成都东,20:32,20:32,11:47,1803
