Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,通化,15:29,15:29,00:00,-
2,三源浦,16:23,16:27,00:54,55
3,柳河,17:10,17:14,01:37,97
4,梅河口,17:46,18:13,02:09,107
5,山城镇,18:35,18:39,02:31,158
6,清原,19:28,19:30,03:20,212
7,抚顺北,20:56,20:59,04:46,311
8,沈阳,21:50,22:07,05:37,376
9,锦州,00:40,00:45,08:10,609
10,唐山,04:45,04:47,12:10,971
11,天津,06:15,06:41,13:38,1085
12,杨柳青,07:06,07:09,14:03,1110
13,青县,07:49,07:51,14:43,1179
14,沧州,08:11,08:14,15:03,1211
15,泊头,08:38,08:40,15:27,1250
16,吴桥,09:14,09:16,16:01,1302
17,德州,09:42,09:45,16:27,1324
18,禹城,10:32,10:36,17:14,1392
19,大明湖,11:45,11:58,18:23,-
20,淄博,13:20,13:28,19:45,1552
21,潍坊,14:38,14:42,20:55,1652
22,青岛北,16:41,16:41,22:54,1820
